Index,Avg_Satisfaction_with_previous_vote,Garden_sqr_meter_per_person_in_residancy_area,Yearly_IncomeK,Will_vote_only_large_party,Weighted_education_rank,Number_of_valued_Kneset_members,Overall_happiness_score,Most_Important_Issue_Education,Most_Important_Issue_Environment,Most_Important_Issue_Financial,Most_Important_Issue_Foreign_Affairs,Most_Important_Issue_Healthcare,Most_Important_Issue_Military,Most_Important_Issue_Other,Most_Important_Issue_Social,Vote
522,3.2976367823623804,0.37421935819661145,-2.4213764855450406,1.8053898848583543,1.7285032029435243,-0.43264409495042105,-1.881487951477919,-0.4600856791042168,-0.45709242433296376,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,2.1867175734717166,Blues
9728,-0.6000243233216346,0.9986462860329105,0.03173283347822043,-0.6743862372142588,-1.1497398029413177,1.7460895967857777,0.197617648529702,-0.4600856791042168,2.1877413555022334,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,-0.45730642682509837,Purples
9485,-1.0224208582992487,0.4164201355937026,0.19602899500637347,-0.6743862372142588,-1.1528513563988438,-1.5220109408185203,-0.16990298811519586,-0.4600856791042168,-0.45709242433296376,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,2.1867175734717166,Browns
3059,-0.968304816055338,0.08657307582652439,-0.16421160222796388,0.5655018238220476,-0.7662055278422157,-0.43264409495042105,0.20397584005218033,-0.4600856791042168,-0.45709242433296376,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,4.923056620280382,-0.45730642682509837,Reds
1821,0.23092139079946314,-0.29221355935098986,-0.26057719392969664,-0.6743862372142588,-0.5704610723106381,1.0198450328737114,0.1908412089203775,-0.4600856791042168,2.1877413555022334,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,-0.45730642682509837,Purples
1701,-0.3327912862288365,0.2829495910428559,-0.28451382833942696,-0.6743862372142588,-0.4696909068411381,-0.43264409495042105,1.1186977399818006,-0.4600856791042168,-0.45709242433296376,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,2.1867175734717166,Purples
9855,-1.0537120029409321,-0.7064428383346815,-0.5678034052568082,-0.6743862372142588,0.35573910769907396,-1.5220109408185203,-0.6741315005758804,-0.4600856791042168,-0.45709242433296376,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,2.1867175734717166,Browns
5389,-0.4017744474776183,0.6762966785628881,0.38951277599916256,-0.6743862372142588,-1.4093517348183229,-0.43264409495042105,0.5328500643124221,-0.4600856791042168,2.1877413555022334,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,-0.45730642682509837,Whites
2767,1.2034681435451264,-0.20634474546301632,2.003858707238736,1.8053898848583543,1.6518874582143357,-0.43264409495042105,-1.6438641213222285,-0.4600856791042168,-0.45709242433296376,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,2.1867175734717166,Blues
6874,-1.7916323022560325,0.9100369487411927,-1.389071378312267,1.8053898848583543,0.5483708853579125,0.6567227509176783,-1.2095752466887706,-0.4600856791042168,2.1877413555022334,-0.43508742421394203,-0.21532542144402,-0.46669306056681353,-0.24714276330604026,-0.20312583769208153,-0.45730642682509837,Yellows
